Sentence #,Word,Pos
,নীৰৱতা,ADJ
,।,।
Sentence: 211,নাৰীয়ে,N
,এটা,ADJ
,হাঁহি,N
,মাৰে,V
,তুমি,PR
,হাঁহিলা,V
,দেখোন,CON
,সখী,N
,?,?
Sentence: 212,নাৰীয়ে,N
,পুনৰ,ADV
,হাঁহে,V
,নাইবা,CON
,তোমাক,PR
,এই,PR
,ড্ৰইং ৰূমৰ,N
,ছোফাখনত,N
,শুৱাই,V
,লৈ,V
,ডিঙি,N
,চেপি,V
,মাৰি,V
,পেলাম,V
,।,।
Sentence: 213,নাৰীয়ে,N
,হাঁহে,V
,নাইবা,CON
,তুমি,PR
,মই,PR
,দুয়ো,ADJ
,সৌ,PR
,পাহাৰৰ,N
,শিখৰলৈ,ADJ
,গৈ,V
,শিলটোৰ,N
,ওপৰৰপৰা,PREP
,প্ৰথমে,ADJ
,তোমাক,PR
,গঁতিয়াই,V
,দি,V
,তাৰ,PR
,পিছত,ADJ
,ময়ো,PR
,জঁপিয়াই,V
,দুয়ো,ADJ
,একেলগে,ADV
,মৰি,V
,থাকিম,V
,।,।
Sentence: 214,নাৰীৰ,N
,হাঁহি,N
,অট্টহাস্য,ADJ
,হৈ,V
,পৰে,V
,।,।
Sentence: 215,চুপ,N
,নাৰীক,N
,চৰ,N
,মাৰে,V
,।,।
Sentence: 216,মই,PR
,ভীষণ,N
,জোৰে,N
,সখীৰ,N
,গালত,N
,এটা,ADJ
,চৰ,N
,মাৰি,V
,দিলোঁ,V
,",",","
,আৰু,CON
,অতি,ADJ
,উত্তেজনাৰে,N
,কʼলোঁ,V
,",",","
,তুমি,PR
,জানা,V
,",",","
,এই,PR
,সিদ্ধান্তকেইটাৰ,N
,কথা,N
,মোৰ,PR
,অন্তৰৰ,N
,গভীৰ,ADJ
,উপলব্ধিৰে,V
,",",","
,বিশ্বাসেৰে,N
,বিবেচনা,N
,কৰি,V
,চাইছোঁ,V
,?,?
Sentence: 217,নাৰীয়ে,N
,উচুপি,ADV
,কান্দে,V
,",",","
,দীঘলীয়া,ADJ
,বিৰতি,N
,সখী,N
,নাকান্দিবা,V
,",",","
,চাওঁ,V
,উঠাচোন,V
,",",","
,বʼলা,V
,এবাৰ,ADV
,পাহাৰৰ,N
,ওপৰৰপৰা,PREP
,ফুৰি,N
,আহোঁগৈ,V
,।,।
Sentence: 218,কন্দাভাবত,N
,মই,PR
,আৰু,CON
,পাহাৰলৈ,N
,নাযাওঁ,V
,কমল,N
,।,।
Sentence: 219,তোমাৰ,PR
,মনটো,N
,ভাল,ADJ
,লাগিব,V
,বʼলা,V
,।,।
Sentence: 220,মই,PR
,আৰু,CON
,কেতিয়াও,PR
,পাহাৰলৈ,N
,উঠিব,V
,নোৱাৰোঁ,V
,",",","
,কেতিয়াও,PR
,পাহাৰলৈ,N
,উঠিব,V
,নোৱাৰোঁ,V
,।,।
Sentence: 221,তেন্তে,ADV
,সখী,N
,",",","
,মোৰ,PR
,পিনৰপৰা,ADV
,আৰু,CON
,সিদ্ধান্ত,N
,লʼবলৈ,V
,কোনো,PR
,অৱকাশ,N
,নাথাকিল,V
,।,।
Sentence: 222,সিদ্ধান্ত,N
,তোমাৰ,PR
,পিনৰপৰাই,PREP
,হʼল,V
,।,।
Sentence: 223,নাৰী,N
,:,:
,হয়তো,CON
,হʼল,N
,।,।
Sentence: 224,আজিৰপৰা,PR
,আৰু,CON
,আমাৰ,PR
,মিলন,N
,নহয়,V
,সখী,N
,?,?
Sentence: 225,মই,PR
,ভাবিছিলোঁ,V
,আমাৰ,PR
,বিদায়ৰ,N
,শেষ,ADJ
,মুহূৰ্তটো,N
,পাহাৰৰ,N
,শিলটোৰ,N
,দাঁতিত,N
,এৰি,V
,থৈ,V
,আহিম,V
,।,।
Sentence: 226,শিলটো,N
,তাত,PR
,সদায়,ADV
,থাকিব,V
,",",","
,তাৰ,PR
,আশ্ৰয়ত,N
,সেই,PR
,মুহূৰ্তটোৱো,N
,সদায়,ADV
,যাব,V
,।,।
Sentence: 227,মই,PR
,যাওঁ,V
,কমল,N
,।,।
Sentence: 228,সখী,N
,যাবলৈ,V
,ওলাল,V
,",",","
,মই,PR
,কʼলোঁ,V
,।,।
Sentence: 229,অজিতৰ,N
,সৈতে,PREP
,তোমাৰ,PR
,বৈবাহিক,ADJ
,জীৱনৰ,N
,বহু,ADJ
,বছৰৰ,N
,পাছত,N
,নাইবা,CON
,তাৰ,PR
,আগেয়েও,N
,",",","
,কেতিয়াবা,ADV
,তুমি,PR
,যেতিয়া,PR
,অকলে,ADV
,বহি,V
,কিবা,ADJ
,কৰি,V
,থাকিবা,V
,",",","
,এই,PR
,ধৰা,CON
,ছুৱেটাৰ,N
,গোঁঠা,V
,",",","
,মন্দিৰত,N
,বিগ্ৰহৰ,N
,ওচৰত,ADJ
,নৈবেদ্য,N
,সজোৱা,V
,",",","
,মিলন,N
,পৰত,N
,পৰিশ্ৰান্ত,ADJ
,অৱসন্ন,ADJ
,স্বামীৰ,N
,মূৰৰ,N
,চুলিত,N
,আঙুলি,N
,বুলাই,V
,থাকোঁতে,V
,",",","
,নাইবা,CON
,স্বামীৰ,N
,সৈতে,PREP
,সঙ্গম,N
,যাত্ৰাৰ,N
,অন্তিম,N
,একছটেছীৰ,N
,চৰম,ADJ
,ক্ষণটোত,N
,যদি,CON
,হঠাৎ,ADV
,তোমাৰ,PR
,মোলৈ,PR
,মনত,N
,পৰে,V
,",",","
,তেন্তে,ADV
,তৎক্ষণাৎ,ADV
,মোক,PR
,মনৰপৰা,N
,জোৰকৈ,N
,আঁতৰাই,V
,নিদিবা,V
,সখী,N
,।,।
Sentence: 230,অলপ,ADJ
,সময়,N
,দীঘলীয়াকৈ,ADJ
,মোক,PR
,মনত,N
,ঠাই,N
,দিব,V
,।,।
Sentence: 231,পৃথিৱীৰ,N
,কোনো,PR
,এটা,ADJ
,চুকত,N
,এক,ADJ
,বিশেষ,N
,নাৰী,N
,আছে,V
,",",","
,যাক,PR
,মই,PR
,এদিন,ADJ
,সখী,N
,বুলি,CON
,মাতিছিলোঁ,V
,",",","
,যাৰ,PR
,ওচৰত,PREP
,মোৰ,PR
,প্ৰেম,N
,চিৰ,ADJ
,গচ্ছিত,ADJ
,হৈ,V
,ৰʼল,V
,",",","
,কেতিয়াবা,ADV
,সেই,PR
,নাৰীলৈ,N
,মনত,N
,পৰে,V
Sentence: 231,এই,PR
,উপলব্ধিয়ে,N
,মোৰ,PR
,জীৱনক,N
,অৰ্থ,N
,দিব,V
,",",","
,ব্যঞ্জনা,N
,দিব,V
,।,।
Sentence: 232,নাৰী,N
,দ্বিতীয়,ADJ
,মঞ্চইদি,N
,তললৈ,ADJ
,নামি,V
,।,।
Sentence: 233,কমল,N
,দৰ্শকলৈ,N
,পিঠি,N
,দি,V
,দ্বিতীয়,ADJ
,মঞ্চত,N
,বহি,V
,পৰে,V
,।,।
Sentence: 234,দ্বিতীয়,ADJ
,মঞ্চত,N
,হালধীয়া,ADJ
,পোহৰ,ADJ
,নোহোৱা,V
,হয়,V
,।,।
Sentence: 235,এটাইকেটা,ADJ
,মঞ্চত,N
,ক্ষীণ,ADJ
,পোহৰ,ADJ
,হয়,V
,।,।
Sentence: 236,মধ্যম,ADJ
,মঞ্চলৈ,N
,ভিতৰৰ,PREP
,পৰা,PREP
,নবীন,N
,",",","
,নলিনী,N
,আৰু,CON
,ধীৰেন,N
,উঠি,V
,আহে,V
,।,।
Sentence: 237,নবীনে,N
,ভাঙৰ,N
,চিলিম,N
,টানি,V
,আহে,V
,।,।
Sentence: 238,নবীন,N
,:,:
,প্ৰেম,N
Sentence: 239,নলিনী,N
,:,:
,দাৰুণ,ADJ
Sentence: 240,ধীৰেন,N
,:,:
,চমৎকাৰ,ADJ
,!,!
Sentence: 241,মোৰ,PR
,প্ৰেমৰ,N
,ৰং,N
,মদৰ,N
,বিভিন্ন,ADJ
,ৰঙৰ,N
,দৰে,ADJ
,।,।
Sentence: 242,মোৰ,PR
,প্ৰেমৰ,N
,ৰং,N
,ৰিভলভাৰৰ,N
,আগেদি,PREP
,ওলোৱা,V
,ফিৰিঙটিৰ,N
,দৰে,ADJ
,।,।
Sentence: 243,প্ৰেয়সীৰ,N
,নগ্ন,N
,বুকুত,N
,গোলাপী,ADJ
,মদ,N
,গিলাচৰপৰা,N
,টোপ টোপকৈ,ADV
,ঢালি,V
,",",","
,তাৰ,PR
,পিছত,ADJ
,সেই,PR
,বুকুত,N
,মুখ,N
,থৈ,V
,মদ,N
,চুহি,ADV
,খাই,V
,কি,CON
,যে,CON
,তৃপ্তি,N
,।,।
Sentence: 244,প্ৰেয়সীৰ,N
,হাতত,N
,এক,ADJ
,ডজন,N
,দামী,ADJ
,শাৰীৰ,N
,উপহাৰ,N
,তুলি,V
,দিওঁতে,V
,তেওঁৰ,PR
,মুখৰ,N
,হাঁহিটো,N
,কিমান,PR
,ধুনীয়া,ADJ
Sentence: 245,প্ৰেয়সীৰ,N
,কোমল,ADJ
,হাতৰ,N
,মুঠিত,N
,মোৰ,PR
,কঠিন,ADJ
,হাত,N
,থৈ,V
,দুয়ো,PR
,একেলগে,ADV
,ৰিভলভাৰৰ,N
,ট্ৰিগাৰ,N
,টিপি,V
,ধৰাত,N
,কি,CON
,যে,CON
,শিহৰণ,N
,।,।
Sentence: 246,নবীন,N
,:,:
,প্ৰেম,N
,এগিলাচ,N
,মদ,N
,।,।
Sentence: 247,নলিনী,N
,:,:
,চেকবহীৰ,N
,এখিলা,ADJ
,পাত,N
,।,।
Sentence: 248,ধীৰেন,N
,:,
,ৰিভলভাৰৰ,N
,এটা,ADJ
,এটা,ADJ
,।,।
Sentence: 249,নবীন,N
,:,:
,প্ৰেম,N
Sentence: 250,নলিনী,N
,:,:
,দাৰুণ,ADJ
Sentence: 251,ধীৰেন,N
,:,:
,চমৎকাৰ,N
,।,।
,ব্যোম--ব্যোম,ADV
,বাদামসোপা,N
,গোটেই,ADJ
,শেষ,ADJ
,কৰিলি,V
,।,।
Sentence: 252,চাওঁ,V
,তেলত,N
,ভজা,N
,দুটামান,ADJ
,আছে,V
,যদি,CON
,দেচোঁন,V
,তহঁতৰ,PR
,ভাগৰ,N
,।,।
Sentence: 253,ধীৰেনে,N
,কাগজৰ,N
,টোপোলা,N
,এটা,ADJ
,উলিয়াই,V
,দিয়ে,V
,।,।
Sentence: 254,নবীনে,N
,তাৰপৰা,PR
,তেলত,N
,ভজা,N
,বাদাম,N
,লয়,V
,এই,PR
,কমল,N
,কʼলৈ,ADV
,গʼল,V
,?,?
Sentence: 255,সেইটো,PR
,টোপনিয়াই,V
,আছে,V
,।,।
Sentence: 256,বাদাম,N
,চোবাই,
,চোবাই,ADV
,থাওক,V
,দে,V
,",",","
,আৰু,CON
,বেছি,ADJ
,সময়,N
,নাই,V
,।,।
Sentence: 257,আৰু,CON
,এঘণ্টামান,ADJ
,আছে,V
,।,।
Sentence: 258,আৰু,CON
,এঘণ্টা,ADJ
,ডেৰ,ADJ
,ঘণ্টামানৰ,N
,আৰম্ভ,N
,কৰিব,V
,পাৰিম,V
,।,।
Sentence: 259,আলিবাটত,N
,মানুহবোৰ,N
,কমিছে,V
,",",","
,চেগ,N
,চাই চাই,ADV
,অলপ অলপকৈ,ADV
,গাঁতটো,N
,খান্দো,V
,নেকি,CON
,?,?
Sentence: 260,নালাগে,V
,দে,V
,",",","
,কোৰ,N
,আছে,V
,",",","
,কিমান,PR
,সময়,N
,লাগিব,PR
,?,?
Sentence: 261,এ,CON
,হৈছে,V
,",",","
,তই,PR
,গোন্ধতে,ADJ
,মৰিছ,V
,।,।
Sentence: 262,অলপ,ADJ
,ৰচোন,V
,সহ্য,ADJ
,কৰি,V
,।,।
Sentence: 263,ধীৰেন,N
,আৰু,CON
,নলিনীয়ে,N
,হামিয়ায়,V
,এ,CON
,তহঁতেও,PR
,দেখোন,CON
,হামিয়াইছে,V
,।,।
Sentence: 264,এক,ADJ
,চিলিম,N
,গাঞ্জা,N
,টানি,V
,দে,V
,",",","
,টোপনি,N
,।,।
Sentence: 265,নহʼলে,CON
,এটা,ADJ
,কাম,N
,কৰোঁ,V
,।,।
Sentence: 266,ধীৰেন,N
,:,:
,কি,CON
,?,?
Sentence: 267,নবীন,N
,:,
,অলপ,ADJ
,দৌৰো,V
,তেজ,N
,চলাচল,ADJ
,হওক,V
,পেশী,N
,সঞ্চালন,ADJ
,।,।
Sentence: 268,অলপ,ADJ
,শক্তি,N
,",",","
,অলপ,ADJ
,উত্তেজনা,N
,",",","
,অলপ,ADJ
,চাঞ্চল্য,N
,",",","
,অলপ,ADJ
,গতি,N
,হওক,V
,",",","
,মুহূৰ্তবোৰ,N
,হুৰাই,V
,দিওঁ,V
,হুৰ,N
,উৰ উৰ,ADV
,।,।
Sentence: 269,লগে,ADV
,ধীৰেনেও,N
,হুৰ হুৰৰ,ADV
,বুলি,CON
,চিঞৰি,N
,উঠে,V
,আৰু,CON
,নবীন,N
,আৰু,CON
,ধীৰেন,N
,দুয়ো দুফালে,ADV
,",",","
,অৰ্থাৎ,CON
,নবীন,N
,প্ৰথম,ADJ
,মঞ্চলৈ,N
,আৰু,CON
,ধীৰেন,CON
,চতুৰ্থ,ADJ
,মঞ্চলৈ,N
,দৌৰ,N
,মাৰি,V
,গৈ,V
,তোৰণৰ,N
,ভিতৰলৈ,PREP
,নামি,V
,যায়,V
,।,।
Sentence: 270,নলিনী,N
,মধ্যম,ADJ
,তোৰণত,N
,ৰৈ,V
,থাকে,V
,।,।
Sentence: 271,ক্ষন্তেক,ADJ
,নীৰৱ,N
,তৃতীয়,ADJ
,মঞ্চত,N
,সেউজীয়া,ADJ
,পোহৰ,ADJ
,পৰে,V
,।,।
Sentence: 272,নাৰী,N
,",",","
,এগৰাকী,ADJ
,বিবাহিতা,ADJ
,মহিলাৰ,N
,বেশত,N
,তৃতীয়,ADJ
,মঞ্চলৈ,N
,উঠি,V
,।,।
Sentence: 273,নলিনীয়ে,N
,সেইফালে,PR
,চায়,V
,আৰু,CON
,কয়,V
,।,।
Sentence: 274,নলিনী,N
,:,:
,অণিমা,N
,।,।
Sentence: 275,আহাঁ,V
,নলিনী,N
,",",","
,আহাঁ,V
,নলিনী,N
,তৃতীয়,ADJ
,মঞ্চলৈ,N
,যায়,V
,।,।
Sentence: 276,মই,PR
,আগবাঢ়ি,V
,যাবলৈ,V
,সময়,N
,কʼত,PR
,।,।
Sentence: 277,অণিমাই,N
,কʼলে,V
,সঁচা কথা,N
,",",","
,অণিমাৰ,N
,কোনো,PR
,দিনেই,ADV
,মোৰ,PR
,ওচৰলৈ,PREP
,আহিবলৈ,V
,সময়,N
,নাই,V
,।,।
Sentence: 278,দিনে-নিশাই,ADV
,কঠোৰ,ADJ
,পৰিশ্ৰম,N
,কৰি,V
,মোৰ,PR
,অগাধ,ADJ
,ধন-সম্পত্তি,N
,হʼল,V
,",",","
,পকী,ADJ
,দালান,N
,হʼল,V
,গাড়ী,N
,হʼল,V
,।,।
Sentence: 279,এই,PR
,সকলোবোৰৰ,ADJ
,মাজত,PREP
,অণিমাই,N
,নিজকে,ADV
,এজনী,ADJ
,সম্ৰাজ্ঞীৰ,N
,দৰে,ADJ
,প্ৰতিষ্ঠা,N
,কৰি,V
,লʼলে,V
,।,।
Sentence: 280,মোৰ,PR
,অশেষ,ADJ
,কষ্টোপাৰ্জ্জিত,N
,ঐশ্বৰ্যৰ,N
,কাৰেঙত,N
,অণিমাই,N
,সিংহাসন,N
,পাতি,V
,লʼলে,V
,",",","
,আৰু,CON
,সেই,PR
,কাৰেঙৰ,N
,কোনোবা,PR
,খাপৰিৰ,N
,চেপাত,N
,মোৰ,PR
,নিজৰ,PR
,অস্তিত্ব,N
,যেন,ADJ
,ক্ৰমে,ADV
,বিলোপ,N
,হʼবলৈ,V
,ধৰিলে,V
,।,।
Sentence: 281,মই,PR
,কʼলোঁ,V
,",",","
,মনত,N
,আছে,V
,অণিমা,N
,",",","
,বিয়াৰ,N
,পিছত,ADJ
,প্ৰথম,ADJ
,সন্তানটো,N
,গৰ্ভত,N
,থাকোঁতে,V
,এদিন,ADJ
,নিশা,N
,তুমি,PR
,কি,CON
,কৈছিলা,V
,?,?
Sentence: 282,নলিনী,N
,",",","
,কৈছিলো,V
,কিছুদিন,ADJ
,পিছত,ADJ
,মোক,PR
,এই,PR
,কোঠাটোৰ,N
,আধাতকৈও,ADJ
,বেছি,ADJ
,ঠাই,N
,জোৰাকৈ,V
,এখন,ADJ
,প্ৰকাণ্ড,ADJ
,পালেং,N
,লাগিব,V
,।,।
Sentence: 283,ইমান,PR
,ডাঙৰ,ADJ
,পালেং,N
,কিয়,ADV
,?,?
Sentence: 284,আমাৰ,PR
,যে,CON
,বহুত,ADJ
,লʼৰা-ছোৱালী,N
,হʼব,V
,।,।
Sentence: 285,নলিনী,N
,:,:
,বহুত,ADJ
Sentence: 286,ওঁ,CON
,",",","
,কমেও,ADJ
,ছটা,ADJ
,মোৰ,PR
,কেতিয়াবা,ADV
,কি,CON
,মন,N
,যায়,V
,জানা,V
,?,?
Sentence: 287,নলিনী,N
,:,:
,কি,CON
,?,?
Sentence: 288,এজনী,ADJ
,ৰাজহাঁহ,N
,হʼবৰ,V
,মন,N
,যায়,V
,।,।
Sentence: 289,মোৰ,PR
,চাৰিওপিনে,ADV
,পোৱালি,N
,কিছুমান,PR
,অনবৰত,ADV
,ঘূৰি,V
,ফুৰিব,V
,আৰু,CON
,সিহঁতৰ,PR
,তদাৰক,N
,কৰি,N
,মই,PR
,বিচৰণ,V
,কৰি,V
,ফুৰিম,V
,।,।
Sentence: 290,আমাৰ,PR
,ছটা,ADJ
,লʼৰা-ছোৱালী,N
,নহʼল,V
,।,।
Sentence: 291,কিন্তু,CON
,তথাপিও,CON
,চাৰিটা,ADJ
,লʼৰা-ছোৱালী,N
,যিখন,PR
,সংসাৰ,N
,হʼল,V
,সেই,PR
,সংসাৰখনত,N
,এখন,ADJ
,সাম্ৰাজ্য,N
,পৰিচালনাৰ,N
,দায়িত্বৰে,N
,অণিমা,N
,অহৰহ,ADV
,ব্যস্ত,ADJ
,হৈ,V
,থাকিল,V
,।,।
Sentence: 292,সংসাৰখনৰপৰা,N
,নিজকে,ADV
,ক্ষন্তেকলৈ,ADJ
,এবাৰ,ADV
,বিচ্ছিন্ন,ADJ
,কৰি,V
,চাবলৈ,V
,তেওঁৰ,PR
,আহৰি,N
,নাই,V
,।,।
Sentence: 293,অথচ,CON
,সংসাৰচ্যুত,N
,মুহূৰ্ত,N
,একোটাত,ADJ
,আমি,PR
,দুয়ো দুয়োকে,ADV
,কেতিয়াবা,ADV
,লগ,V
,পাবলৈ,V
,মই,PR
,হাহাকাৰ,N
,কৰি,V
,উঠোঁ,V
,।,।
Sentence: 294,এদিন,ADJ
,সন্ধ্যা,N
,মই,PR
,ইণ্ডাষ্ট্ৰীৰ,N
,অফিচৰপৰাই,N
,অণিমালৈ,N
,টেলিফোন,N
,কৰি,V
,দিছিলোঁ,V
,কাপোৰ,N
,পিন্ধি,V
,অণিমা,N
,ওলাই,V
,থাকিব,V
,।,।
Sentence: 295,কিন্তু,CON
,ঘৰ,N
,পাই,V
,দেখিলোঁ,V
,অণিমা,N
,নিৰ্বিকাৰ,ADJ
,নিৰুৎসাহ,ADJ
,।,।
Sentence: 296,সেই,PR
,নতুন,ADJ
,কাপোৰযোৰ,N
,পিন্ধি,V
,মোৰ,PR
,লগত,PREP
,ওলাই,V
,যোৱালৈ,V
,আগ্ৰহেৰে,ADJ
,বাট,N
,চাই,V
,থকা,V
,দূৰৰ,ADJ
,কথা,N
,",",","
,যেন,ADJ
,লʼৰা-ছোৱালীসমন্বিতে,N
,অʼভেনত,N
,কেক,N
,কৰি,V
,থকা,V
,অৱস্থাৰপৰা,N
,মই,PR
,তেওঁক,PR
,উলিয়াই,V
,নিবলৈ,V
,আহি,V
,দোষহে,N
,কৰিলোঁ,V
,।,।
Sentence: 297,বহুত,ADJ
,সময়ৰ,N
,মূৰত,ADJ
,",",","
,বহুত,ADJ
,বছৰৰ,N
,পুৰণি,ADJ
,সাধাৰণ,ADJ
,কাপোৰ,N
,পিন্ধি,V
,অণিমা,N
,গাড়ীত,N
,উঠিলহি,V
,।,।
Sentence: 298,অণিমাৰ,N
,ভৰিৰপৰা,N
,মূৰলৈ,N
,গোটেই,ADJ
,মানুহজনীক,N
,এবাৰ,ADV
,নিৰীক্ষণ,N
,কৰি,V
,লৈ,V
,মই,PR
,গাড়ীৰ,N
,ষ্টাৰ্টাৰতো,N
,টানি,V
,দিলোঁ,V
,।,।
Sentence: 299,অলপ,ADJ
,পিছতে,ADJ
,এটা,ADJ
,তিনিআলিৰ,ADJ
,ওচৰ,PREP
,পাওঁতে,V
,পুলিচ,N
,পয়েণ্টৰ,N
,খুঁটাটোত,N
,গাড়ীখন,N
,খুন্দা,V
,মাৰি,V
,দিম,V
,বুলি,CON
,হঠাতে,ADV
,তীব্ৰ,ADJ
,গতিত,N
,চলাই,V
,দি,V
,",",","
,শেষ,ADJ
,মুহূৰ্তত,N
,।,।
Sentence: 300,আ,INT
,এক,ADJ
,তীব্ৰ,ADJ
,চিঞৰ,N
,মাৰে,V
Sentence: 301,নলিনী,N
,:,:
,অণিমাই,N
,চিঞৰি,V
,উঠিল,V
,।,।
Sentence: 302,নাৰী,N
,:,:
,মৰিলোঁহেঁতেন,V
,!,!
Sentence: 303,তথাপিও,CON
,ধৰি,V
,লোৱা,V
,ঠিক,ADJ
,এই,PR
,মুহূৰ্তটোত,N
,আমি,PR
,দুয়ো,ADJ
,মটৰ,N
,ক্ৰেছ,N
,হৈ,V
,মৰিলোঁ,V
,।,।
Sentence: 304,মই,PR
,কʼলোঁ,V
,কি,CON
,ভীষণ,N
,তুমি,PR
,নলিনী,N
,।,।
Sentence: 305,তোমাৰ,PR
,ভীষণ,N
,ৰূপটো,N
,কেনে,PR
,হʼব,V
,",",","
,অলপ,ADJ
,আভাস,N
,দি,V
,থʼবা,V
,।,।
Sentence: 306,মই,PR
,সাজু,ADJ
,হৈ,V
,থাকিব,V
,লাগিব,V
,সেই,PR
,ৰূপটোৰ,N
,সৈতে,PREP
,মুখামুখি,ADJ
,হʼবলৈ,V
,।,।
Sentence: 307,মুখামুখি,ADJ
,ঠিকেই,ADJ
,কৈছা,V
,",",","
,আঘাত,N
,আৰু,CON
,প্ৰতিঘাত,N
,দুয়োটাৰে,ADJ
,প্ৰয়োজন,N
,মুখামুখি,ADJ
,নহʼলে,V
,সেইটো,PR
,সম্ভৱ,ADJ
,নহয়,V
,।,।
Sentence: 308,তেন্তে,ADV
,",",","
,তোমাৰ,PR
,ৰূপটো,N
,?,?
Sentence: 309,ধুমুহা,N
,কেৱল,ADJ
,মলয়া,N
,বতাহৰ,N
,কাৰণে,CON
,বিশ,ADJ
,বছৰ,N
,বৰ,ADJ
,দীঘল,ADJ
,সময়,N
,এবাৰ,ADV
,ধুমুহা,N
,দুটামান,ADJ
,ব্ৰজপাত,N
,হওক,V
,।,।
Sentence: 310,সেই,PR
,ধুমুহা,N
,দুৰ্যোগত,N
,যদি,CON
,আমি,PR
,কোনোবা,PR
,বিলোপ,N
,হওঁ,V
,?,?
Sentence: 311,সেই,PR
,বিলুপ্তিৰে,ADJ
,প্ৰয়োজন,N
,হৈছে,V
,?,?
Sentence: 312,নলিনী,N
,তোমাৰ,PR
,কি,CON
,হৈছে,V
,।,।
Sentence: 313,তোমাৰ,PR
,একো,ADJ
,হোৱা,V
,নাই,V
,?,?
Sentence: 314,নাৰী,N
,:,:
,মোৰ,PR
,একো,ADJ
,হোৱা,V
,নাই,V
,।,।
Sentence: 315,সুখে-শান্তিৰে,ADJ
,সংসাৰ,N
,কৰিছোঁ,V
,",",","
,তোমাৰ,PR
,দৰে,ADJ
,স্বামীৰ,N
,গৃহিণী,N
,হৈ,V
,নিজকে,ADV
,ধন্য,ADJ
,মানিছোঁ,V
,মোৰ,PR
,আৰু,CON
,কি,CON
,হʼবলৈ,V
,আছে,V
,।,।
Sentence: 316,মোৰ,PR
,দৰে,ADJ
,স্বামী,N
,পাইছা,V
,",",","
,সেই,PR
,স্বামী,N
,পাবলৈ,V
,তোমাৰ,PR
,দৰে,ADJ
,এজনী,ADJ
,গৃহিণী,N
,হʼলেই,V
,যথেষ্ট,ADJ
,।,।
Sentence: 317,কিন্তু,CON
,মোক,PR
,পাবলৈ,V
,তুমি,PR
,কেতিয়াবা,ADV
,বিচাৰিছানে,V
,?,?
Sentence: 318,নাৰী,N
,:,:
,তুমি,PR
,তো,CON
,মোৰেই,PR
Sentence: 319,তোমাৰ,PR
,এই,PR
,বিশ্বাসেই,ADV
,যদি,CON
,কেতিয়াবা,ADV
,এদিন,ADJ
,এখন,ADJ
,চোকা,ADJ
,ছুৰী,N
,হৈ,V
,তোমাৰ,PR
,বুকুৰ,N
,পিনে,ADV
,আগুৱাই,N
,আহে,V
,।,।
Sentence: 320,নাৰী,N
,মানে,N
,নলিনী,N
,।,।
Sentence: 321,যদি,CON
,হঠাৎ,ADV
,তুমি,PR
,এদিন,ADJ
,জানি,V
,গʼলা,V
,মই,PR
,আৰু,CON
,তোমাৰ,PR
,হৈ,V
,থকা,V
,নাই,V
,।,।
Sentence: 322,নাৰী,N
,:,:
,নলিনী,N
,মনে মনে,ADV
,।,।
Sentence: 323,তেতিয়া,PR
,তোমাৰ,PR
,কি,CON
,অৱস্থা,N
,হʼব,V
,?,?
Sentence: 324,নাৰী,N
,:,:
,নলিনী,N
Sentence: 325,যদি,CON
,হঠাৎ,ADV
,তুমি,PR
,এদিন,ADJ
,জানি,V
,গʼলা,V
,",",","
,মই,PR
,কেনোবা,PR
,দীপালী,N
,মেঘালী,N
,বা,CON
,সোণালীৰ,N
,হৈ,V
,আছোঁ,V
,।,।
Sentence: 326,নাৰী,N
,:,:
,নলিনী,N
,চিঞৰি,V
,।,।
Sentence: 327,হেঃ,INT
,হাঁহে,V
,তেতিয়া,PR
,তোমাৰ,PR
,কি,CON
,অৱস্থা,N
,হʼব,V
,?,?
Sentence: 328,হাঃ,INT
,অণিমাই,N
,কান্দে,V
Sentence: 329,শংকা,N
,",",","
,ভয়,N
,",",","
,সন্দেহৰ,N
,জুইত,N
,প্ৰেমৰ,N
,ৰং,N
,উজ্জ্বল,ADJ
,হৈ,V
,থাকে,V
,।,।
Sentence: 330,সেইবিলাক,PR
,অলপ,ADJ
,মনৰ,N
,চুকত,N
,ৰাখিবা,V
,।,।
Sentence: 331,আৰু,CON
,এটা,ADJ
,কথা,N
,।,।
Sentence: 332,এটা,ADJ
,উদাহৰণেৰে,N
,কওঁ,V
,কথাটো,N
,।,।
Sentence: 333,ডেকা,ADJ
,ইঞ্জিনিয়াৰ,N
,দিলীপ,N
,বৰুৱাই,N
,সিদিনা,PR
,মাৰি,V
,অহা,V
,ৰঙা,ADJ
,টাইডালৰ,N
,নিচিনা,ADJ
,টাই,N
,এডাল,ADJ
,তুমি,PR
,মোকো,PR
,লʼবলৈ,V
,কওঁতে,V
,মই,PR
,যদি,CON
,সন্দেহ,N
,কৰোঁ,V
,মোৰ,PR
,ডিঙিত,N
,তেনে,PR
,এডাল,ADJ
,ৰঙা,ADJ
,টাইৰ,N
,মাজেৰে,N
,ক্ষন্তেকৰ,ADJ
,বাবে,CON
,হʼলেও,V
,তুমি,PR
,তোমাৰ,PR
,অৱচেতন,ADJ
,মনত,N
,দিলীপক,N
,লগ,V
,পোৱা,V
,",",","
,তেন্তে,ADV
,মোৰ,PR
,সেই,PR
,সন্দেহক,N
,ক্ষমা,N
,কৰিবা,V
,অʼ,CON
,ঘূৰি,V
,যাওঁ,V
,বʼলা,V
,অণিমা,N
,।,।
